,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1, 1]","[0, 1, 0, 0]","[0, 1, 0, 1]","[0, 1, 1, 0]","[0, 1, 1, 1]","[1, 0, 0, 0]","[1, 0, 0, 1]","[1, 0, 1, 0]","[1, 0, 1, 1]","[1, 1, 0, 0]","[1, 1, 0, 1]","[1, 1, 1, 0]","[1, 1, 1, 1]"
0,1.027748683,1.027729,1.027729,1.027,1.027729,1.027,1.027,1.0,-0.972251317,-0.972271,-0.972271,-0.973,-0.972271,-0.973,-0.973,0
1,1.027748683,1.027729,1.027729,1.027,-0.972251317,-0.972271,-0.972271,-0.973,1.027729,1.027,1.027,1.0,0.0,-0.973,-0.973,0
2,1.027748683,1.027729,-0.972251317,-0.972271,1.027729,1.027,-0.972271,-0.973,1.027729,1.027,0.0,-0.973,1.027,1.0,-0.973,0
3,1.027748683,-0.972251317,1.027729,-0.972271,1.027729,-0.972271,1.027,-0.973,1.027729,-0.972271,1.027,-0.973,1.027,-0.973,1.0,0
